user_id,action_date,action_name,error_message,device,type_of_purchase
291769,2022-09-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291789,2022-09-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
291823,2022-09-30,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
291837,2022-09-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
291853,2022-09-23,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
291862,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291863,2022-09-23,checkout_monthly_completepayment.click.fail,"number field is required",mobile,"monthly package"
291864,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291865,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291867,2022-09-23,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291871,2022-09-24,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
291890,2022-09-24,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",desktop,"annual package"
291895,2022-12-21,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
291963,2022-09-24,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
291975,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
291977,2022-09-25,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
291984,2022-09-25,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
291988,2022-09-25,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
291998,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
292006,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
292048,2022-10-12,checkout_quarterly_completepayment.click.success,NULL,desktop,"quarterly package"
292052,2022-09-25,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
292055,2022-09-25,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
292061,2022-09-25,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
292066,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
292073,2022-09-30,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
292077,2022-09-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292086,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
292101,2022-09-27,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
292113,2022-09-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292114,2022-09-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
292118,2022-09-26,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
292139,2022-09-26,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
292177,2022-09-27,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile,"annual package"
292369,2022-10-19,checkout_coins_completepayment.click.fail,"lastName field is required",mobile,"single course"
292374,2022-09-27,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile,"annual package"
292385,2022-09-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292388,2022-10-02,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
292394,2022-09-29,checkout_monthly_completepayment.click.fail,"month field is required",desktop,"monthly package"
292402,2022-09-28,checkout_annual_completepayment.click.fail,"month field is required",desktop,"annual package"
292403,2022-11-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
292406,2022-09-28,checkout_annual_completepayment.click.fail,"Your card number is incorrect.",desktop,"annual package"
292413,2022-11-24,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
292424,2022-09-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
292428,2022-09-28,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
292438,2022-09-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
292453,2022-09-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292472,2022-09-28,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
292475,2022-10-11,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
292484,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292486,2022-09-29,checkout_annual_completepayment.click.fail,"month field is required",mobile,"annual package"
292492,2022-09-29,checkout_sql-for-data-science-interviews_completepayment.click.success,NULL,desktop,"single course"
292493,2022-10-04,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
292496,2022-09-29,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
292499,2022-10-15,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
292500,2022-09-29,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
292524,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
292528,2022-09-29,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
292538,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
292560,2022-09-29,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
292564,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
292573,2022-09-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
292574,2022-09-29,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
292576,2022-09-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292578,2022-09-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
292580,2022-09-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292589,2022-09-29,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
292590,2022-09-29,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
292593,2023-01-02,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
292596,2022-09-29,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
292601,2022-09-29,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
292606,2022-10-03,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292614,2022-09-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292619,2022-12-21,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
292620,2023-01-17,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292628,2022-09-30,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
292629,2022-09-30,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
292640,2022-09-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292641,2022-09-30,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
292648,2022-09-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292653,2022-09-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
292657,2022-11-22,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
292720,2022-10-03,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
292815,2022-10-02,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
292818,2022-10-01,checkout_monthly_completepayment.click.fail,"month field is required",desktop,"monthly package"
292862,2022-10-01,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
292920,2022-10-02,checkout_annual_completepayment.click.fail,"State field is required",desktop,"annual package"
292931,2022-10-02,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
293002,2022-10-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
293005,2022-10-08,checkout_lifetime_completepayment.click.fail,"number field is required",desktop,"lifetime package"
293126,2022-10-03,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
293154,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
293165,2022-09-14,checkout_monthly_completepayment.click.fail,"Your card was declined. Your request was in live mode, but used a known test card.",desktop,"monthly package"
293207,2022-10-06,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
293214,2022-10-04,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
293251,2022-10-04,checkout_quarterly_completepayment.click.success,NULL,desktop,"quarterly package"
293259,2022-10-04,checkout_data-strategy_completepayment.click.fail,"number field is required",desktop,"single course"
293274,2022-10-05,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
293298,2022-10-04,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
293303,2022-10-13,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
293333,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
